source,target,value
Tarjeta_7253,Resumir Felix,1.3083333333333333
Tarjeta_7253,Tempestad Brand,0.41666666666666663
Tarjeta_7253,Vann Edvard,0.45
Tarjeta_7117,Azada Lars,0.16666666666666666
Tarjeta_7117,Balas Felix,0.34285714285714286
Tarjeta_7117,Barranco Ingrid,0.30952380952380953
Tarjeta_7117,Bergen Linnea,0.5
Tarjeta_7117,Orilla Elsa,0.16666666666666666
Tarjeta_7117,Campo-Corrente Ada,1.5095238095238095
Tarjeta_7117,Calzas Axel,0.30952380952380953
Tarjeta_7117,Ferro Inga,0.14285714285714285
Tarjeta_7117,Vann Isia,0.3333333333333333
Tarjeta_7117,Frente Vira,0.8428571428571427
Tarjeta_7117,Fusil Stenig,0.3333333333333333
Tarjeta_7117,Strum Orhan,1.2
Tarjeta_7117,Vann Edvard,0.3333333333333333
Tarjeta_7117,Vasco-Pais Willem,0.34285714285714286
Tarjeta_7108,Bergen Linnea,5.833333333333333
Tarjeta_7108,Herrero Kanon,0.3333333333333333
Tarjeta_7108,Ovan Bertrand,1.8333333333333333
Tarjeta_6901,Ferro Inga,1.0
Tarjeta_6901,Bodrogi Loreto,1.0833333333333333
Tarjeta_6901,Nubarron Adra,1.4166666666666667
Tarjeta_6901,Mies Minke,0.5
Tarjeta_6901,Borrasca Isande,0.5
Tarjeta_6901,Resumir Felix,5.583333333333333
Tarjeta_6901,Tempestad Brand,0.25
Tarjeta_6901,Vann Edvard,0.16666666666666666
Tarjeta_6901,Vasco-Pais Willem,0.5
Tarjeta_6899,Ferro Inga,1.0
Tarjeta_6899,Bodrogi Loreto,0.5
Tarjeta_6899,Osvaldo Hennie,0.5
Tarjeta_6899,Mies Minke,1.0
Tarjeta_6899,Strum Orhan,7.0
Tarjeta_6895,Azada Lars,0.14285714285714285
Tarjeta_6895,Barranco Ingrid,0.34285714285714286
Tarjeta_6895,Baza Isak,1.0
Tarjeta_6895,Bergen Linnea,0.3333333333333333
Tarjeta_6895,Orilla Elsa,0.14285714285714285
Tarjeta_6895,Campo-Corrente Ada,0.34285714285714286
Tarjeta_6895,Calzas Axel,0.14285714285714285
Tarjeta_6895,Vann Isia,0.3333333333333333
Tarjeta_6895,Frente Vira,1.342857142857143
Tarjeta_6895,Mies Minke,0.3333333333333333
Tarjeta_6895,Strum Orhan,0.34285714285714286
Tarjeta_6895,Tempestad Brand,1.0
Tarjeta_6895,Vasco-Pais Willem,0.2
Tarjeta_6816,Ferro Inga,1.3888888888888888
Tarjeta_6816,Bodrogi Loreto,1.0555555555555556
Tarjeta_6816,Vann Isia,0.4888888888888889
Tarjeta_6816,Flecha Sven,0.4444444444444444
Tarjeta_6816,Fusil Stenig,0.9111111111111111
Tarjeta_6816,Osvaldo Hennie,0.37777777777777777
Tarjeta_6816,Nubarron Adra,1.222222222222222
Tarjeta_6816,Lagos Varja,0.5444444444444444
Tarjeta_6816,Mies Minke,0.2777777777777778
Tarjeta_6816,Herrero Kanon,1.0
Tarjeta_6816,Resumir Felix,1.222222222222222
Tarjeta_6816,Tempestad Brand,0.6888888888888888
Tarjeta_6816,Vann Edvard,0.37777777777777777
Tarjeta_6691,Bergen Linnea,2.3333333333333335
Tarjeta_6691,Fusil Stenig,0.3333333333333333
Tarjeta_6691,Mies Minke,0.3333333333333333
Tarjeta_6691,Herrero Kanon,2.666666666666667
Tarjeta_6691,Ovan Bertrand,0.3333333333333333
Tarjeta_5921,Ferro Inga,0.8289682539682539
Tarjeta_5921,Bodrogi Loreto,0.25396825396825395
Tarjeta_5921,Vann Isia,0.37896825396825395
Tarjeta_5921,Flecha Sven,0.14285714285714285
Tarjeta_5921,Fusil Stenig,0.575
Tarjeta_5921,Osvaldo Hennie,0.25396825396825395
Tarjeta_5921,Nubarron Adra,0.6861111111111111
Tarjeta_5921,Lagos Varja,0.2361111111111111
Tarjeta_5921,Mies Minke,0.34285714285714286
Tarjeta_5921,Resumir Felix,0.8289682539682539
Tarjeta_5921,Tempestad Brand,0.2361111111111111
Tarjeta_5921,Vann Edvard,0.2361111111111111
Tarjeta_5407,Baza Isak,1.0
Tarjeta_5407,Ferro Inga,1.3444444444444446
Tarjeta_5407,Bodrogi Loreto,0.8111111111111111
Tarjeta_5407,Vann Isia,0.47777777777777775
Tarjeta_5407,Osvaldo Hennie,0.3111111111111111
Tarjeta_5407,Nubarron Adra,1.8111111111111111
Tarjeta_5407,Lagos Varja,0.6111111111111112
Tarjeta_5407,Mies Minke,0.5666666666666667
Tarjeta_5407,Resumir Felix,2.8444444444444446
Tarjeta_5407,Tempestad Brand,0.1111111111111111
Tarjeta_5407,Vann Edvard,0.1111111111111111
Tarjeta_5368,Ferro Inga,1.428968253968254
Tarjeta_5368,Bodrogi Loreto,0.603968253968254
Tarjeta_5368,Vann Isia,0.9706349206349205
Tarjeta_5368,Flecha Sven,0.6928571428571428
Tarjeta_5368,Fusil Stenig,0.5361111111111112
Tarjeta_5368,Osvaldo Hennie,0.5611111111111111
Tarjeta_5368,Nubarron Adra,1.1039682539682538
Tarjeta_5368,Lagos Varja,0.9373015873015873
Tarjeta_5368,Mies Minke,0.25
Tarjeta_5368,Resumir Felix,1.562301587301587
Tarjeta_5368,Tempestad Brand,0.3916666666666666
Tarjeta_5368,Vann Edvard,0.961111111111111
Tarjeta_5010,Bodrogi Loreto,0.2
Tarjeta_5010,Vann Isia,0.2
Tarjeta_5010,Fusil Stenig,0.3333333333333333
Tarjeta_5010,Osvaldo Hennie,0.2
Tarjeta_5010,Lagos Varja,0.2
Tarjeta_5010,Mies Minke,0.3333333333333333
Tarjeta_5010,Herrero Kanon,0.3333333333333333
Tarjeta_5010,Resumir Felix,0.2
Tarjeta_4948,Ferro Inga,1.853968253968254
Tarjeta_4948,Bodrogi Loreto,0.9873015873015872
Tarjeta_4948,Vann Isia,0.6944444444444443
Tarjeta_4948,Flecha Sven,0.39285714285714285
Tarjeta_4948,Fusil Stenig,0.34285714285714286
Tarjeta_4948,Osvaldo Hennie,0.7039682539682539
Tarjeta_4948,Nubarron Adra,1.353968253968254
Tarjeta_4948,Lagos Varja,0.5277777777777778
Tarjeta_4948,Mies Minke,0.3666666666666667
Tarjeta_4948,Resumir Felix,1.603968253968254
Tarjeta_4948,Tempestad Brand,0.6444444444444445
Tarjeta_4948,Vann Edvard,0.5277777777777778
Tarjeta_4795,Ferro Inga,1.592857142857143
Tarjeta_4795,Bodrogi Loreto,0.7317460317460318
Tarjeta_4795,Vann Isia,0.8984126984126986
Tarjeta_4795,Flecha Sven,0.47777777777777775
Tarjeta_4795,Fusil Stenig,0.5333333333333333
Tarjeta_4795,Osvaldo Hennie,0.4222222222222222
Tarjeta_4795,Nubarron Adra,1.1761904761904762
Tarjeta_4795,Lagos Varja,0.4722222222222222
Tarjeta_4795,Mies Minke,0.36507936507936506
Tarjeta_4795,Resumir Felix,1.592857142857143
Tarjeta_4795,Tempestad Brand,0.4777777777777778
Tarjeta_4795,Vann Edvard,1.2595238095238095
Tarjeta_4530,Baza Isak,0.09090909090909091
Tarjeta_4530,Cazar Gustav,0.09090909090909091
Tarjeta_4530,Cocinaro Hideki,0.09090909090909091
Tarjeta_4530,Dedos Lidelse,0.09090909090909091
Tarjeta_4530,Bodrogi Loreto,0.09090909090909091
Tarjeta_4530,Flecha Sven,0.09090909090909091
Tarjeta_4530,Frente Vira,0.09090909090909091
Tarjeta_4530,Mies Minke,0.09090909090909091
Tarjeta_4530,Herrero Kanon,0.09090909090909091
Tarjeta_4530,Onda Marin,0.09090909090909091
Tarjeta_4434,Cazar Gustav,0.25
Tarjeta_4434,Campo-Corrente Ada,0.25
Tarjeta_4434,Ferro Inga,1.7333333333333332
Tarjeta_4434,Bodrogi Loreto,1.8666666666666665
Tarjeta_4434,Osvaldo Hennie,0.2
Tarjeta_4434,Nubarron Adra,1.4
Tarjeta_4434,Lagos Varja,0.3333333333333333
Tarjeta_4434,Mies Minke,2.9833333333333334
Tarjeta_4434,Resumir Felix,1.4
Tarjeta_4434,Strum Orhan,0.25
Tarjeta_4434,Vann Edvard,0.3333333333333333
Tarjeta_3853,Ferro Inga,0.8761904761904762
Tarjeta_3853,Bodrogi Loreto,1.4595238095238094
Tarjeta_3853,Flecha Sven,0.14285714285714285
Tarjeta_3853,Fusil Stenig,0.34285714285714286
Tarjeta_3853,Osvaldo Hennie,0.14285714285714285
Tarjeta_3853,Nubarron Adra,0.7928571428571429
Tarjeta_3853,Lagos Varja,0.3333333333333333
Tarjeta_3853,Mies Minke,1.5333333333333332
Tarjeta_3853,Borrasca Isande,0.5
Tarjeta_3853,Resumir Felix,1.7928571428571427
Tarjeta_3853,Tempestad Brand,0.25
Tarjeta_3853,Vann Edvard,0.3333333333333333
Tarjeta_3853,Vasco-Pais Willem,0.5
Tarjeta_3547,Baza Isak,1.0
Tarjeta_3547,Ferro Inga,0.6444805194805194
Tarjeta_3547,Bodrogi Loreto,0.5016233766233766
Tarjeta_3547,Vann Isia,0.6444805194805194
Tarjeta_3547,Flecha Sven,0.5016233766233766
Tarjeta_3547,Fusil Stenig,0.23376623376623376
Tarjeta_3547,Osvaldo Hennie,0.4107142857142857
Tarjeta_3547,Nubarron Adra,0.6444805194805194
Tarjeta_3547,Lagos Varja,0.5016233766233766
Tarjeta_3547,Mies Minke,0.09090909090909091
Tarjeta_3547,Borrasca Isande,0.5
Tarjeta_3547,Resumir Felix,1.0016233766233766
Tarjeta_3547,Tempestad Brand,0.09090909090909091
Tarjeta_3547,Vann Edvard,0.23376623376623376
Tarjeta_3492,Bergen Linnea,4.5
Tarjeta_3492,Fusil Stenig,0.3333333333333333
Tarjeta_3492,Mies Minke,0.3333333333333333
Tarjeta_3492,Herrero Kanon,0.3333333333333333
Tarjeta_3492,Ovan Bertrand,1.5
Tarjeta_3484,Balas Felix,0.16666666666666666
Tarjeta_3484,Baza Isak,1.0
Tarjeta_3484,Orilla Elsa,0.16666666666666666
Tarjeta_3484,Campo-Corrente Ada,0.16666666666666666
Tarjeta_3484,Ferro Inga,1.7706349206349206
Tarjeta_3484,Bodrogi Loreto,0.8706349206349207
Tarjeta_3484,Vann Isia,0.4777777777777778
Tarjeta_3484,Flecha Sven,0.34285714285714286
Tarjeta_3484,Frente Vira,0.16666666666666666
Tarjeta_3484,Fusil Stenig,0.39285714285714285
Tarjeta_3484,Osvaldo Hennie,0.6206349206349207
Tarjeta_3484,Nubarron Adra,2.103968253968254
Tarjeta_3484,Lagos Varja,0.7277777777777779
Tarjeta_3484,Mies Minke,0.5666666666666667
Tarjeta_3484,Resumir Felix,1.5706349206349206
Tarjeta_3484,Tempestad Brand,0.3611111111111111
Tarjeta_3484,Vann Edvard,0.3611111111111111
Tarjeta_3484,Vasco-Pais Willem,0.16666666666666666
Tarjeta_2681,Baza Isak,5.0
Tarjeta_2681,Bergen Linnea,1.0
Tarjeta_2681,Mies Minke,1.0
Tarjeta_2681,Herrero Kanon,1.0
Tarjeta_2681,Ovan Bertrand,2.0
Tarjeta_2681,Strum Orhan,3.0
Tarjeta_2681,Vasco-Pais Willem,1.0
Tarjeta_2540,Azada Lars,0.30000000000000004
Tarjeta_2540,Balas Felix,0.09090909090909091
Tarjeta_2540,Barranco Ingrid,0.09090909090909091
Tarjeta_2540,Baza Isak,0.09090909090909091
Tarjeta_2540,Bergen Linnea,0.4242424242424242
Tarjeta_2540,Orilla Elsa,0.2
Tarjeta_2540,Cazar Gustav,0.2909090909090909
Tarjeta_2540,Calzas Axel,0.09090909090909091
Tarjeta_2540,Cocinaro Hideki,0.18181818181818182
Tarjeta_2540,Ferro Inga,0.1
Tarjeta_2540,Dedos Lidelse,0.19090909090909092
Tarjeta_2540,Bodrogi Loreto,0.09090909090909091
Tarjeta_2540,Vann Isia,0.5242424242424242
Tarjeta_2540,Flecha Sven,0.18181818181818182
Tarjeta_2540,Frente Birgitta,0.1
Tarjeta_2540,Frente Vira,0.28181818181818186
Tarjeta_2540,Fusil Stenig,0.09090909090909091
Tarjeta_2540,Mies Minke,0.9242424242424242
Tarjeta_2540,Herrero Kanon,0.18181818181818182
Tarjeta_2540,Onda Marin,0.09090909090909091
Tarjeta_2540,Ovan Bertrand,0.1
Tarjeta_2540,Resumir Felix,0.5
Tarjeta_2540,Strum Orhan,0.39090909090909093
Tarjeta_2540,Tempestad Brand,1.0
Tarjeta_2540,Vann Edvard,0.1
Tarjeta_2540,Vasco-Pais Willem,0.2
Tarjeta_2463,Ferro Inga,1.0
Tarjeta_2463,Bodrogi Loreto,0.5
Tarjeta_2463,Osvaldo Hennie,0.5
Tarjeta_2463,Mies Minke,1.0
Tarjeta_2418,Ferro Inga,1.0095238095238095
Tarjeta_2418,Bodrogi Loreto,1.5595238095238093
Tarjeta_2418,Vann Isia,0.30952380952380953
Tarjeta_2418,Flecha Sven,0.16666666666666666
Tarjeta_2418,Fusil Stenig,0.16666666666666666
Tarjeta_2418,Osvaldo Hennie,0.2
Tarjeta_2418,Nubarron Adra,0.9261904761904761
Tarjeta_2418,Lagos Varja,0.5
Tarjeta_2418,Mies Minke,0.3666666666666667
Tarjeta_2418,Resumir Felix,2.2595238095238095
Tarjeta_2418,Tempestad Brand,0.8928571428571428
Tarjeta_2418,Vann Edvard,0.6428571428571428
Tarjeta_2142,Ferro Inga,1.825
Tarjeta_2142,Bodrogi Loreto,0.16666666666666666
Tarjeta_2142,Vann Isia,0.29166666666666663
Tarjeta_2142,Osvaldo Hennie,0.4916666666666667
Tarjeta_2142,Nubarron Adra,1.6583333333333332
Tarjeta_2142,Lagos Varja,0.125
Tarjeta_2142,Mies Minke,0.8666666666666667
Tarjeta_2142,Herrero Kanon,2.0
Tarjeta_2142,Resumir Felix,2.325
Tarjeta_2142,Tempestad Brand,0.125
Tarjeta_2142,Vann Edvard,0.125
Tarjeta_1877,Balas Felix,0.25
Tarjeta_1877,Barranco Ingrid,0.25
Tarjeta_1877,Bergen Linnea,0.3333333333333333
Tarjeta_1877,Orilla Elsa,0.25
Tarjeta_1877,Cazar Gustav,0.25
Tarjeta_1877,Vann Isia,0.3333333333333333
Tarjeta_1877,Mies Minke,0.3333333333333333
Tarjeta_1877,Tempestad Brand,1.0
Tarjeta_1874,Bergen Linnea,3.8333333333333335
Tarjeta_1874,Vann Isia,0.3333333333333333
Tarjeta_1874,Fusil Stenig,0.3333333333333333
Tarjeta_1874,Mies Minke,0.6666666666666666
Tarjeta_1874,Herrero Kanon,0.3333333333333333
Tarjeta_1874,Ovan Bertrand,0.5
Tarjeta_1415,Bergen Linnea,0.3333333333333333
Tarjeta_1415,Vann Isia,0.3333333333333333
Tarjeta_1415,Mies Minke,1.3333333333333333
Tarjeta_1321,Azada Lars,0.25
Tarjeta_1321,Barranco Ingrid,0.2
Tarjeta_1321,Bergen Linnea,0.3333333333333333
Tarjeta_1321,Orilla Elsa,0.2
Tarjeta_1321,Cazar Gustav,0.2
Tarjeta_1321,Campo-Corrente Ada,0.25
Tarjeta_1321,Calzas Axel,0.45
Tarjeta_1321,Vann Isia,0.3333333333333333
Tarjeta_1321,Mies Minke,0.3333333333333333
Tarjeta_1321,Strum Orhan,0.25
Tarjeta_1321,Tempestad Brand,1.0
Tarjeta_1321,Vasco-Pais Willem,0.2
Tarjeta_1310,Baza Isak,1.0
Tarjeta_1310,Bergen Linnea,6.0
Tarjeta_1310,Fusil Stenig,0.3333333333333333
Tarjeta_1310,Mies Minke,0.3333333333333333
Tarjeta_1310,Herrero Kanon,0.3333333333333333
Tarjeta_1310,Borrasca Isande,0.5
Tarjeta_1310,Ovan Bertrand,1.0
Tarjeta_1310,Resumir Felix,0.5
Tarjeta_1310,Tempestad Brand,0.5
Tarjeta_1310,Vann Edvard,0.5
Tarjeta_1286,Ferro Inga,1.7095238095238094
Tarjeta_1286,Bodrogi Loreto,0.5333333333333333
Tarjeta_1286,Vann Isia,0.14285714285714285
Tarjeta_1286,Flecha Sven,0.16666666666666666
Tarjeta_1286,Osvaldo Hennie,0.34285714285714286
Tarjeta_1286,Nubarron Adra,2.2095238095238092
Tarjeta_1286,Lagos Varja,0.14285714285714285
Tarjeta_1286,Mies Minke,0.5666666666666667
Tarjeta_1286,Borrasca Isande,0.5
Tarjeta_1286,Resumir Felix,2.2095238095238097
Tarjeta_1286,Strum Orhan,1.0
Tarjeta_1286,Tempestad Brand,0.16666666666666666
Tarjeta_1286,Vann Edvard,0.30952380952380953
